string_id,String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Kirschbaum Super Smash 16/1.30 - 40 - Medium,Kirschbaum Super Smash 16/1.30,40,Medium,Polyester,224.6,54.2,5.3
Kirschbaum Super Smash 17 (1.25) - 40 - Medium,Kirschbaum Super Smash 17 (1.25),40,Medium,Polyester,220.6,52.8,5.7
Kirschbaum Super Smash Spiky 1.20 - 40 - Medium,Kirschbaum Super Smash Spiky 1.20,40,Medium,Polyester,182.9,65.6,5.1
Kirschbaum Super Smash Spiky 16/1.30 - 40 - Medium,Kirschbaum Super Smash Spiky 16/1.30,40,Medium,Polyester,208.6,63.8,5.0
Kirschbaum Super Smash Spiky 17 (1.25) - 40 - Medium,Kirschbaum Super Smash Spiky 17 (1.25),40,Medium,Polyester,201.2,61.6,5.2
LaserFibre Supernatural Gut Pro Stock 16 - 40 - Medium,LaserFibre Supernatural Gut Pro Stock 16,40,Medium,Nylon,137.7,29.2,
Forten Sweet 16 - 40 - Medium,Forten Sweet 16,40,Medium,Nylon,165.7,23.8,3.4
Prince Syn Gut Original 16 - 40 - Medium,Prince Syn Gut Original 16,40,Medium,Nylon,158.3,25.8,2.9
Prince Syn Gut Original 17 - 40 - Medium,Prince Syn Gut Original 17,40,Medium,Nylon,160.0,21.8,3.8
Klip Synthetic Gut 16 - 40 - Medium,Klip Synthetic Gut 16,40,Medium,Nylon,143.4,27.4,4.2
Head Synthetic Gut 16 - 40 - Medium,Head Synthetic Gut 16,40,Medium,Nylon,160.6,25.3,3.6
Volkl Synthetic Gut 16 - 40 - Medium,Volkl Synthetic Gut 16,40,Medium,Nylon,148.6,16.3,5.1
Dunlop Synthetic Gut 16 - 40 - Medium,Dunlop Synthetic Gut 16,40,Medium,Nylon,149.2,25.0,3.9
Gamma Synthetic Gut 16 - 40 - Medium,Gamma Synthetic Gut 16,40,Medium,Nylon,164.6,25.4,3.6
Ashaway Synthetic Gut 16 - 40 - Medium,Ashaway Synthetic Gut 16,40,Medium,Nylon,138.3,30.6,4.6
Prince Synthetic Gut 16 Duraflex - 40 - Medium,Prince Synthetic Gut 16 Duraflex,40,Medium,Nylon,158.9,22.2,
Volkl Synthetic Gut 17 - 40 - Medium,Volkl Synthetic Gut 17,40,Medium,Nylon,138.3,26.1,5.2
Prince Synthetic Gut 17 Duraflex - 40 - Medium,Prince Synthetic Gut 17 Duraflex,40,Medium,Nylon,162.3,25.9,
Prince Synthetic Gut 18 Duraflex - 40 - Medium,Prince Synthetic Gut 18 Duraflex,40,Medium,Nylon,141.7,23.7,3.6
Wilson Synthetic Gut Extreme 17 - 40 - Medium,Wilson Synthetic Gut Extreme 17,40,Medium,Nylon,162.3,21.4,2.8
Prince Synthetic Gut Multifilament 16 - 40 - Medium,Prince Synthetic Gut Multifilament 16,40,Medium,Nylon,153.7,22.4,2.7
Prince Synthetic Gut Multifilament 17 - 40 - Medium,Prince Synthetic Gut Multifilament 17,40,Medium,Nylon,140.0,23.9,3.1
Head Synthetic Gut PPS 16 - 40 - Medium,Head Synthetic Gut PPS 16,40,Medium,Nylon,150.3,26.7,3.9
Polyfibre TCS 16/1.30 - 40 - Medium,Polyfibre TCS 16/1.30,40,Medium,Polyester,165.7,62.9,4.4
Polyfibre TCS 16L - 40 - Medium,Polyfibre TCS 16L,40,Medium,Polyester,160.6,65.2,3.8
Polyfibre TCS 17 - 40 - Medium,Polyfibre TCS 17,40,Medium,Polyester,148.0,69.4,4.2
Polyfibre TCS 18 (1.15) - 40 - Medium,Polyfibre TCS 18 (1.15),40,Medium,Polyester,133.7,69.7,
Polyfibre TCS Rapid 16L/1.25 - 40 - Medium,Polyfibre TCS Rapid 16L/1.25,40,Medium,Polyester,146.9,68.2,4.3
Gosen TecGut Remplir 16 - 40 - Medium,Gosen TecGut Remplir 16,40,Medium,Nylon/Polyurethane,130.3,32.3,4.6
Tecnifibre TGV 16 - 40 - Medium,Tecnifibre TGV 16,40,Medium,Nylon/Polyurethane,136.6,28.0,3.1
Tecnifibre TGV 17/1.25 - 40 - Medium,Tecnifibre TGV 17/1.25,40,Medium,Nylon/Polyurethane,144.6,26.3,3.0
Gamma TNT2 16 - 40 - Medium,Gamma TNT2 16,40,Medium,Nylon,152.0,23.1,3.2
Gamma TNT2 Pro Plus 16 - 40 - Medium,Gamma TNT2 Pro Plus 16,40,Medium,Nylon,137.7,27.7,3.1
Gamma TNT2 Rx 16 - 40 - Medium,Gamma TNT2 Rx 16,40,Medium,Nylon,150.9,26.5,4.5
Gamma TNT2 Touch 16 - 40 - Medium,Gamma TNT2 Touch 16,40,Medium,Nylon,133.2,35.1,3.4
Babolat Tonic + Natural Gut 16 - 40 - Medium,Babolat Tonic + Natural Gut 16,40,Medium,Gut,96.0,18.9,
Prince Topspin Plus 16 - 40 - Medium,Prince Topspin Plus 16,40,Medium,Nylon,154.3,22.2,5.3
Prince Topspin W/ Duraflex 15L - 40 - Medium,Prince Topspin W/ Duraflex 15L,40,Medium,Nylon,163.4,19.9,3.5
Signum Pro Tornado 16 - 40 - Medium,Signum Pro Tornado 16,40,Medium,Polyester,197.7,62.8,5.1
Signum Pro Tornado 17 (1.23) - 40 - Medium,Signum Pro Tornado 17 (1.23),40,Medium,Polyester,209.2,52.8,4.8
Kirschbaum Touch Multifibre 16 - 40 - Medium,Kirschbaum Touch Multifibre 16,40,Medium,Nylon,136.6,26.4,4.1
Kirschbaum Touch Multifibre 17 (1.25) - 40 - Medium,Kirschbaum Touch Multifibre 17 (1.25),40,Medium,Nylon,148.0,23.9,3.5
Kirschbaum Touch Turbo 1.30 - 40 - Medium,Kirschbaum Touch Turbo 1.30,40,Medium,Polyester,218.3,53.2,5.3
Kirschbaum Touch Turbo 16L (1.275) - 40 - Medium,Kirschbaum Touch Turbo 16L (1.275),40,Medium,Polyester,186.9,55.8,5.4
Kirschbaum Touch Turbo 17 (1.25) - 40 - Medium,Kirschbaum Touch Turbo 17 (1.25),40,Medium,Polyester,208.6,54.7,5.2
Pacific Tough Gut 16 - 40 - Medium,Pacific Tough Gut 16,40,Medium,Gut,112.0,25.9,1.8
Pacific Tough Gut 16L - 40 - Medium,Pacific Tough Gut 16L,40,Medium,Gut,96.0,19.3,
Prince Tour 16 - 40 - Medium,Prince Tour 16,40,Medium,Polyester,204.0,59.5,3.1
Prince Tour 17 - 40 - Medium,Prince Tour 17,40,Medium,Polyester,190.3,63.6,3.4
Solinco Tour Bite 16 - 40 - Medium,Solinco Tour Bite 16,40,Medium,Polyester,191.5,60.1,6.7
Solinco Tour Bite 16 Soft - 40 - Medium,Solinco Tour Bite 16 Soft,40,Medium,Polyester,164.6,63.7,6.9
Solinco Tour Bite 16L (1.25) - 40 - Medium,Solinco Tour Bite 16L (1.25),40,Medium,Polyester,232.6,41.1,5.9
Solinco Tour Bite 17 - 40 - Medium,Solinco Tour Bite 17,40,Medium,Polyester,166.9,58.3,6.3
Solinco Tour Bite 18 (1.15) - 40 - Medium,Solinco Tour Bite 18 (1.15),40,Medium,Polyester,152.6,57.9,5.8
Solinco Tour Bite Diamond Rough 16 (1.30) - 40 - Medium,Solinco Tour Bite Diamond Rough 16 (1.30),40,Medium,Polyester,149.7,74.8,4.9
Solinco Tour Bite Diamond Rough 16L (1.25) - 40 - Medium,Solinco Tour Bite Diamond Rough 16L (1.25),40,Medium,Polyester,158.3,72.6,5.4
Solinco Tour Bite Diamond Rough 17 (1.20) - 40 - Medium,Solinco Tour Bite Diamond Rough 17 (1.20),40,Medium,Polyester,140.0,71.1,4.3
Dunlop Tour Performance 16 - 40 - Medium,Dunlop Tour Performance 16,40,Medium,Nylon,133.2,23.7,4.1
Super String Tour Players V3 17 (1.20) - 40 - Medium,Super String Tour Players V3 17 (1.20),40,Medium,Polyester,188.6,50.7,
Prince Tour XC 15L - 40 - Medium,Prince Tour XC 15L,40,Medium,Polyester,195.5,59.8,5.5
Prince Tour XC 16L - 40 - Medium,Prince Tour XC 16L,40,Medium,Polyester,190.3,53.1,5.5
Prince Tour XC 17L - 40 - Medium,Prince Tour XC 17L,40,Medium,Polyester,190.9,52.9,5.9
Prince Tour XP 15L - 40 - Medium,Prince Tour XP 15L,40,Medium,Polyester,189.7,54.6,5.2
Prince Tour XP 16 - 40 - Medium,Prince Tour XP 16,40,Medium,Polyester,200.0,53.6,5.5
Prince Tour XS 1.35 - 40 - Medium,Prince Tour XS 1.35,40,Medium,Polyester,199.5,48.3,5.0
Prince Tour XS 16 - 40 - Medium,Prince Tour XS 16,40,Medium,Polyester,190.9,46.7,5.5
Prince Tour XT 18 - 40 - Medium,Prince Tour XT 18,40,Medium,Polyester,180.0,50.6,6.4
Yonex Tournament 50 16L - 40 - Medium,Yonex Tournament 50 16L,40,Medium,Nylon,146.9,23.8,
Yonex Tournament 80 Spin 15L-16 - 40 - Medium,Yonex Tournament 80 Spin 15L-16,40,Medium,,136.0,23.9,
Prince Tournament Nylon 15L - 40 - Medium,Prince Tournament Nylon 15L,40,Medium,Nylon,152.0,23.6,3.1
Prince Tournament Poly 16 - 40 - Medium,Prince Tournament Poly 16,40,Medium,Polyester,228.6,49.9,0.0
Prince Tournament Poly 17 - 40 - Medium,Prince Tournament Poly 17,40,Medium,Polyester,191.5,57.6,
Poly Star Turbo 16 (1.30) - 40 - Medium,Poly Star Turbo 16 (1.30),40,Medium,Polyester,153.2,70.7,5.3
Poly Star Turbo 16L (1.25) - 40 - Medium,Poly Star Turbo 16L (1.25),40,Medium,Polyester,132.0,77.4,5.0
Weiss Cannon Turbotwist 17 (1.24) - 40 - Medium,Weiss Cannon Turbotwist 17 (1.24),40,Medium,Polyester,184.6,65.3,4.2
Weiss Cannon Turbotwist 17L (1.18) - 40 - Medium,Weiss Cannon Turbotwist 17L (1.18),40,Medium,Polyester,170.3,63.3,4.8
Double AR Twice Dragon(1.30) - 40 - Medium,Double AR Twice Dragon(1.30),40,Medium,Polyester,154.9,63.3,7.2
Double AR Twice Shark (1.25) - 40 - Medium,Double AR Twice Shark (1.25),40,Medium,Polyester,122.9,74.3,5.7
Prince Twisted 16L - 40 - Medium,Prince Twisted 16L,40,Medium,Polyester,232.0,48.9,3.7
Head Ultra Tour 16 - 40 - Medium,Head Ultra Tour 16,40,Medium,Polyester,187.5,59.0,4.5
Head Ultratour 17 - 40 - Medium,Head Ultratour 17,40,Medium,Polyester,157.7,71.4,4.1
Volkl V-Pro 16 - 40 - Medium,Volkl V-Pro 16,40,Medium,Polyester,232.6,49.7,5.0
Volkl V-Pro 17 - 40 - Medium,Volkl V-Pro 17,40,Medium,Polyester,176.6,57.2,5.1
Volkl V-Pro 18 - 40 - Medium,Volkl V-Pro 18,40,Medium,Polyester,217.7,43.2,4.9
Volkl V-Star 16 (1.30) - 40 - Medium,Volkl V-Star 16 (1.30),40,Medium,Polyester,152.0,66.7,6.9
Volkl V-Torque 16 - 40 - Medium,Volkl V-Torque 16,40,Medium,Polyester,159.4,68.9,5.6
Solinco Vanquish 16 - 40 - Medium,Solinco Vanquish 16,40,Medium,Nylon,137.7,24.1,3.9
Klip Venom 16/1.30 - 40 - Medium,Klip Venom 16/1.30,40,Medium,Nylon,144.6,25.0,2.3
Polyfibre Viper 16L/1.25 - 40 - Medium,Polyfibre Viper 16L/1.25,40,Medium,Polyester,162.3,63.0,
Polyfibre Viper 17/1.20 - 40 - Medium,Polyfibre Viper 17/1.20,40,Medium,Polyester,144.6,70.3,3.9
SuperString Viper V2 Rough 16L - 40 - Medium,SuperString Viper V2 Rough 16L,40,Medium,Polyester,200.0,43.3,5.0
SuperString VooDoo Tour V9 17 - 40 - Medium,SuperString VooDoo Tour V9 17,40,Medium,Nylon/Polyester,142.3,36.3,
Babolat VS Natural Team Gut 17 (1.25) - 40 - Medium,Babolat VS Natural Team Gut 17 (1.25),40,Medium,Gut,92.6,19.4,0.0
Babolat VS Natural ThermoGut 16 Touch - 40 - Medium,Babolat VS Natural ThermoGut 16 Touch,40,Medium,Gut,98.9,26.0,2.7
Gamma WearGuard Synthetic Gut 16 - 40 - Medium,Gamma WearGuard Synthetic Gut 16,40,Medium,Nylon,152.0,26.7,2.8
Double AR WTS 25 (1.25) - 40 - Medium,Double AR WTS 25 (1.25),40,Medium,Polyester,156.0,64.2,7.3
Pacific X Force 17 - 40 - Medium,Pacific X Force 17,40,Medium,Polyester,234.9,45.2,4.5
Pacific X Force 18 - 40 - Medium,Pacific X Force 18,40,Medium,Polyester,213.2,45.2,4.7
Tecnifibre X-Code 16 - 40 - Medium,Tecnifibre X-Code 16,40,Medium,Polyester,167.4,45.6,2.0
Dunlop X-Life Synthetic 15L - 40 - Medium,Dunlop X-Life Synthetic 15L,40,Medium,Nylon,149.7,24.7,3.5
Tecnifibre X-One Biphase 16 - 40 - Medium,Tecnifibre X-One Biphase 16,40,Medium,Nylon/Polyurethane,148.6,17.8,1.6
Tecnifibre X-One Biphase 17 - 40 - Medium,Tecnifibre X-One Biphase 17,40,Medium,Nylon/Polyurethane,146.3,15.0,2.1
Tecnifibre X-One Biphase 18 - 40 - Medium,Tecnifibre X-One Biphase 18,40,Medium,Nylon,135.4,17.2,1.6
Babolat Xcel 16 - 40 - Medium,Babolat Xcel 16,40,Medium,Nylon,138.3,19.2,3.0
Babolat Xcel Power 16 - 40 - Medium,Babolat Xcel Power 16,40,Medium,Nylon,146.3,21.0,3.8
Babolat Xcel Power 17 - 40 - Medium,Babolat Xcel Power 17,40,Medium,Nylon,131.4,19.4,3.6
Babolat Xcel Premium 17 - 40 - Medium,Babolat Xcel Premium 17,40,Medium,Nylon,130.3,19.3,0.0
Tecnifibre XR3 17 - 40 - Medium,Tecnifibre XR3 17,40,Medium,Nylon/Polyurethane,145.7,19.7,3.0
Gamma Zo Black Ice 17 (1.23) - 40 - Medium,Gamma Zo Black Ice 17 (1.23),40,Medium,Polyester,189.2,57.6,3.7
Gamma Zo Black Ice 18 (1.18) - 40 - Medium,Gamma Zo Black Ice 18 (1.18),40,Medium,Polyester,188.0,51.1,4.0
Gamma Zo Ice 16 - 40 - Medium,Gamma Zo Ice 16,40,Medium,Polyester,230.9,41.1,4.2
Gamma Zo Magic 16 - 40 - Medium,Gamma Zo Magic 16,40,Medium,Polyester,238.3,43.4,4.1
Gamma Zo Power 16L - 40 - Medium,Gamma Zo Power 16L,40,Medium,Polyester,190.3,65.0,2.9
Gamma Zo Tour 16 - 40 - Medium,Gamma Zo Tour 16,40,Medium,,213.2,55.4,3.8
Gamma Zo Tour 17 (1.25) - 40 - Medium,Gamma Zo Tour 17 (1.25),40,Medium,Polyester,192.0,57.1,3.7
Gamma Zo Tour Rough 16 - 40 - Medium,Gamma Zo Tour Rough 16,40,Medium,Polyester,154.9,66.1,6.1
Gamma Zo Twist 16 - 40 - Medium,Gamma Zo Twist 16,40,Medium,Polyester,158.3,64.4,4.7
Gamma Zo Verve 17 - 40 - Medium,Gamma Zo Verve 17,40,Medium,Polyester,236.6,40.3,6.1
Luxilon 4G 16 (1.30) - 51 - Slow,Luxilon 4G 16 (1.30),51,Slow,Polyester,334.3,23.0,
Luxilon 4G 16L (1.25) - 51 - Slow,Luxilon 4G 16L (1.25),51,Slow,Polyester,299.5,21.0,3.9
Luxilon 4G Rough 16L - 51 - Slow,Luxilon 4G Rough 16L,51,Slow,Polyester,242.9,31.1,4.2
Luxilon 4G S 15 - 51 - Slow,Luxilon 4G S 15,51,Slow,Polyester,361.8,23.0,
Luxilon 4G Soft 1.25 - 51 - Slow,Luxilon 4G Soft 1.25,51,Slow,Polyester,249.7,25.0,6.7
Double AR 666 (1.30) - 51 - Slow,Double AR 666 (1.30),51,Slow,Nylon,158.9,22.8,5.8
Gosen A.K. Control 16 - 51 - Slow,Gosen A.K. Control 16,51,Slow,Nylon,164.0,21.5,5.4
Babolat Addiction 16 - 51 - Slow,Babolat Addiction 16,51,Slow,Nylon,182.9,19.1,3.1
Babolat Addiction 17 - 51 - Slow,Babolat Addiction 17,51,Slow,Nylon,161.2,19.3,2.6
Luxilon Adrenaline 16 - 51 - Slow,Luxilon Adrenaline 16,51,Slow,Polyester,267.5,45.1,3.6
Luxilon Adrenaline 16L/1.25 - 51 - Slow,Luxilon Adrenaline 16L/1.25,51,Slow,Polyester,208.0,44.0,3.5
Luxilon Adrenaline 17/1.20 - 51 - Slow,Luxilon Adrenaline 17/1.20,51,Slow,Polyester,253.7,41.3,2.9
Luxilon Adrenaline Rough 16L/1.25 - 51 - Slow,Luxilon Adrenaline Rough 16L/1.25,51,Slow,Polyester,254.3,44.1,3.3
Gosen AK Pro 16 - 51 - Slow,Gosen AK Pro 16,51,Slow,Nylon,186.9,20.5,4.3
Gosen AK Pro 17 - 51 - Slow,Gosen AK Pro 17,51,Slow,Nylon,171.5,19.6,4.4
Luxilon ALU Power 125/16L - 51 - Slow,Luxilon ALU Power 125/16L,51,Slow,Polyester,258.9,46.2,5.8
Luxilon ALU Power Feel 18/1.20 - 51 - Slow,Luxilon ALU Power Feel 18/1.20,51,Slow,Polyester,216.0,39.3,5.4
Luxilon Alu Power Soft 1.25 - 51 - Slow,Luxilon Alu Power Soft 1.25,51,Slow,Polyester,234.3,35.9,6.9
Klip Armour Pro 16/1.30 - 51 - Slow,Klip Armour Pro 16/1.30,51,Slow,Gut,116.6,15.1,1.4
Gamma Asterisk 16 - 51 - Slow,Gamma Asterisk 16,51,Slow,Nylon,162.9,19.9,3.8
Gamma Asterisk Spin 16 - 51 - Slow,Gamma Asterisk Spin 16,51,Slow,Nylon,148.0,23.2,3.9
Gamma Asterisk Tour 16 - 51 - Slow,Gamma Asterisk Tour 16,51,Slow,Nylon/Zyex,173.2,23.7,3.4
Pacific ATP Poly Power Pro 16L - 51 - Slow,Pacific ATP Poly Power Pro 16L,51,Slow,Polyester,264.6,50.5,5.0
Babolat Attraction 16 - 51 - Slow,Babolat Attraction 16,51,Slow,Nylon/Polyurethane,165.7,19.3,2.7
IsoSpeed Axon Mono 16L - 51 - Slow,IsoSpeed Axon Mono 16L,51,Slow,Polyester,228.6,34.0,3.2
IsoSpeed Axon Multi 16L - 51 - Slow,IsoSpeed Axon Multi 16L,51,Slow,Nylon/Polyolefin,148.6,26.8,3.0
Babolat Ballistic Polymono 16 - 51 - Slow,Babolat Ballistic Polymono 16,51,Slow,Polyester,280.6,45.9,4.7
Solinco Barb Wire 16 - 51 - Slow,Solinco Barb Wire 16,51,Slow,Polyester,261.7,39.5,4.4
Solinco Barb Wire 17 (1.20) - 51 - Slow,Solinco Barb Wire 17 (1.20),51,Slow,Polyester,233.7,42.3,4.9
Prince Beast XP 16 - 51 - Slow,Prince Beast XP 16,51,Slow,Polyester,250.9,41.3,3.9
Luxilon Big Banger Ace 18 (1.12) - 51 - Slow,Luxilon Big Banger Ace 18 (1.12),51,Slow,Polyester,248.0,45.7,4.0
Luxilon Big Banger ALU Power Fluoro 17 - 51 - Slow,Luxilon Big Banger ALU Power Fluoro 17,51,Slow,Polyester,250.9,44.4,
Luxilon Big Banger ALU Power Spin 127/16 - 51 - Slow,Luxilon Big Banger ALU Power Spin 127/16,51,Slow,Polyester,256.6,44.6,4.3
Luxilon Big Banger Original 130/16 - 51 - Slow,Luxilon Big Banger Original 130/16,51,Slow,Polyester,265.2,51.2,4.8
Luxilon Big Banger Rough 130/16 - 51 - Slow,Luxilon Big Banger Rough 130/16,51,Slow,Polyester,253.7,51.7,4.4
Luxilon Big Banger Timo 17 (1.22) - 51 - Slow,Luxilon Big Banger Timo 17 (1.22),51,Slow,Polyester,249.7,44.0,3.9
Luxilon Big Banger TiMO 17L (1.17) - 51 - Slow,Luxilon Big Banger TiMO 17L (1.17),51,Slow,Polyester,249.2,45.3,4.4
Luxilon Big Banger Timo 18 (1.10) - 51 - Slow,Luxilon Big Banger Timo 18 (1.10),51,Slow,Polyester,240.0,45.0,3.6
Luxilon Big Banger XP 125/16L - 51 - Slow,Luxilon Big Banger XP 125/16L,51,Slow,Polyester,263.5,48.5,4.1
Luxilon Big Banger XP 15L (1.38) - 51 - Slow,Luxilon Big Banger XP 15L (1.38),51,Slow,Polyester,284.6,47.7,3.6
Tourna Big Hitter 16 - 51 - Slow,Tourna Big Hitter 16,51,Slow,Polyester,286.3,39.3,
Tourna Big Hitter Black 7 17 - 51 - Slow,Tourna Big Hitter Black 7 17,51,Slow,Polyester,229.7,42.3,6.3
Tourna Big Hitter Blue 16 - 51 - Slow,Tourna Big Hitter Blue 16,51,Slow,Polyester,290.9,36.9,
Tourna Big Hitter Blue 17 - 51 - Slow,Tourna Big Hitter Blue 17,51,Slow,Polyester,263.5,35.7,4.9
Tourna Big Hitter Blue Rough 16 - 51 - Slow,Tourna Big Hitter Blue Rough 16,51,Slow,Polyester,255.5,40.2,3.4
Tourna Big Hitter Blue Rough 17 - 51 - Slow,Tourna Big Hitter Blue Rough 17,51,Slow,Polyester,263.5,43.3,3.2
Tourna Big Hitter Silver 17 - 51 - Slow,Tourna Big Hitter Silver 17,51,Slow,Polyester,242.3,43.8,5.4
Tourna Big Hitter Silver Rough 16 - 51 - Slow,Tourna Big Hitter Silver Rough 16,51,Slow,Polyester,253.7,44.6,4.5
Tourna Big Hitter Silver Rough 17 - 51 - Slow,Tourna Big Hitter Silver Rough 17,51,Slow,Polyester,241.7,41.8,4.1
Weiss Cannon Black 5 Edge 17 (1.24) - 51 - Slow,Weiss Cannon Black 5 Edge 17 (1.24),51,Slow,Polyester,265.2,32.4,4.7
Tecnifibre Black Code 16 - 51 - Slow,Tecnifibre Black Code 16,51,Slow,Polyester,288.0,36.8,
Tecnifibre Black Code 17 - 51 - Slow,Tecnifibre Black Code 17,51,Slow,Polyester,278.9,39.7,4.2
Tecnifibre Black Code 18 - 51 - Slow,Tecnifibre Black Code 18,51,Slow,Polyester,240.6,40.4,4.6
Tecnifibre Black Code 4S 17 (1.25) - 51 - Slow,Tecnifibre Black Code 4S 17 (1.25),51,Slow,Polyester,239.5,27.9,9.8
Alien Black Diamond 16 - 51 - Slow,Alien Black Diamond 16,51,Slow,Polyester,256.6,50.7,4.5
IsoSpeed Black Fire 17 - 51 - Slow,IsoSpeed Black Fire 17,51,Slow,Polyester,268.6,38.7,5.6
Kirschbaum Black Shark 16 (1.30) - 51 - Slow,Kirschbaum Black Shark 16 (1.30),51,Slow,Polyester,285.8,40.8,5.4
Kirschbaum Black Shark 17 (1.25) - 51 - Slow,Kirschbaum Black Shark 17 (1.25),51,Slow,Polyester,261.2,38.0,5.8
Polyfibre Black Venom 16 (1.30) - 51 - Slow,Polyfibre Black Venom 16 (1.30),51,Slow,Polyester,237.7,56.4,4.3
Polyfibre Black Venom 16L (1.25) - 51 - Slow,Polyfibre Black Venom 16L (1.25),51,Slow,Polyester,217.2,60.1,
Dunlop Black Widow 16 - 51 - Slow,Dunlop Black Widow 16,51,Slow,Polyester,242.9,37.8,5.2
Dunlop Black Widow 17 - 51 - Slow,Dunlop Black Widow 17,51,Slow,Polyester,266.9,31.0,5.4
Tourna Black Zone 16 - 51 - Slow,Tourna Black Zone 16,51,Slow,Polyester,237.2,29.0,5.6
Boris Becker Bomber 16 - 51 - Slow,Boris Becker Bomber 16,51,Slow,Polyester,266.3,46.5,5.1
Boris Becker Bomber 17 - 51 - Slow,Boris Becker Bomber 17,51,Slow,Polyester,236.6,47.8,
One Strings Carbon NRG 16 - 51 - Slow,One Strings Carbon NRG 16,51,Slow,Polyester,225.2,41.8,5.1
One Strings Carbon Tour 17 (1.25) - 51 - Slow,One Strings Carbon Tour 17 (1.25),51,Slow,Polyester,276.0,24.7,
Poly Star Classic 16 (1.30) - 51 - Slow,Poly Star Classic 16 (1.30),51,Slow,Polyester,248.6,55.3,4.2
Poly Star Classic 16L (1.25) - 51 - Slow,Poly Star Classic 16L (1.25),51,Slow,Polyester,232.6,54.5,4.4
Poly Star Classic 17 (1.20) - 51 - Slow,Poly Star Classic 17 (1.20),51,Slow,Polyester,220.0,61.4,4.0
Pacific Classic Natural Gut 16 - 51 - Slow,Pacific Classic Natural Gut 16,51,Slow,Gut,101.2,13.4,2.8
MSV Co.-Focus 16L - 51 - Slow,MSV Co.-Focus 16L,51,Slow,Polyester,244.6,48.8,4.2
Polyfibre Cobra 17/1.20 - 51 - Slow,Polyfibre Cobra 17/1.20,51,Slow,Polyester,192.0,63.1,3.6
Mantis Comfort Poly 16 - 51 - Slow,Mantis Comfort Poly 16,51,Slow,Polyester,284.6,39.8,4.8
Dunlop Comfort Poly 17 - 51 - Slow,Dunlop Comfort Poly 17,51,Slow,Polyester,282.3,41.7,4.5
Mantis Comfort Synthetic 16 - 51 - Slow,Mantis Comfort Synthetic 16,51,Slow,Nylon,138.3,23.4,3.8
Dunlop Comfort Synthetic 16 - 51 - Slow,Dunlop Comfort Synthetic 16,51,Slow,Nylon,186.9,18.5,4.1
Dunlop Comfort Synthetic 17 - 51 - Slow,Dunlop Comfort Synthetic 17,51,Slow,Nylon,198.3,18.0,
Kirschbaum Competition 16/1.30 - 51 - Slow,Kirschbaum Competition 16/1.30,51,Slow,Polyester,262.3,47.0,4.9
Kirschbaum Competition 17 (1.25) - 51 - Slow,Kirschbaum Competition 17 (1.25),51,Slow,Polyester,261.2,47.0,4.5
Kirschbaum Competition 17L (1.20) - 51 - Slow,Kirschbaum Competition 17L (1.20),51,Slow,Polyester,238.9,44.5,4.1
Gosen Compositemaster I 16 - 51 - Slow,Gosen Compositemaster I 16,51,Slow,Nylon,165.2,20.3,4.2
Gosen Compositemaster II 16 - 51 - Slow,Gosen Compositemaster II 16,51,Slow,Nylon,148.0,22.1,4.5
Babolat Conquest 16 - 51 - Slow,Babolat Conquest 16,51,Slow,Nylon,167.4,28.9,4.3
IsoSpeed Control 16 - 51 - Slow,IsoSpeed Control 16,51,Slow,Nylon/Polyolefin,167.4,23.5,
IsoSpeed Control Classic 16 - 51 - Slow,IsoSpeed Control Classic 16,51,Slow,Polyolefin,158.3,29.1,2.3
Topspin Cyber Blue 16 - 51 - Slow,Topspin Cyber Blue 16,51,Slow,Polyester,239.5,43.0,5.8
Topspin Cyber Blue 17 - 51 - Slow,Topspin Cyber Blue 17,51,Slow,Polyester,241.7,45.6,5.1
Topspin Cyber Flash 16 - 51 - Slow,Topspin Cyber Flash 16,51,Slow,Polyester,245.2,46.1,4.8
Topspin Cyber Flash 17 - 51 - Slow,Topspin Cyber Flash 17,51,Slow,Polyester,203.5,53.3,4.2
Topspin Cyber Flash 17L - 51 - Slow,Topspin Cyber Flash 17L,51,Slow,Polyester,190.9,58.6,4.6
Volkl Cyclone 16 - 51 - Slow,Volkl Cyclone 16,51,Slow,Polyester,261.2,47.3,6.2
Volkl Cyclone 17 - 51 - Slow,Volkl Cyclone 17,51,Slow,Polyester,257.2,47.4,5.8
Volkl Cyclone 18 - 51 - Slow,Volkl Cyclone 18,51,Slow,Polyester,237.2,47.7,7.1
Volkl Cyclone 19 (1.10) - 51 - Slow,Volkl Cyclone 19 (1.10),51,Slow,Polyester,215.5,32.4,8.2
Volkl Cyclone Tour 17 (1.25) - 51 - Slow,Volkl Cyclone Tour 17 (1.25),51,Slow,Polyester,228.6,52.2,6.1
Double AR Diablo (1.24) - 51 - Slow,Double AR Diablo (1.24),51,Slow,Polyester,213.7,54.7,7.4
Double AR Diablo (1.31) - 51 - Slow,Double AR Diablo (1.31),51,Slow,Polyester,214.3,55.1,7.7
Dunlop DNA 16 (1.30) - 51 - Slow,Dunlop DNA 16 (1.30),51,Slow,Nylon,156.0,24.3,3.6
Dunlop DNA 17 (1.22) - 51 - Slow,Dunlop DNA 17 (1.22),51,Slow,Nylon,143.4,27.6,4.1
Babolat Duralast 16 - 51 - Slow,Babolat Duralast 16,51,Slow,Polyester,274.9,47.7,
